compactness,surface-area,wall-area,roof-area,overall-height,orientation,glazing-area,glazing-dist,heating-load,cooling-load,heat-cat,cool-cat
0.71,710.5,269.5,220.5,3.5,5,0.25,5,12.27,14.97,12,14
0.69,735,294,220.5,3.5,2,0.25,5,12.47,15.14,12,15
0.69,735,294,220.5,3.5,3,0.25,5,12.12,14.97,12,14
0.69,735,294,220.5,3.5,4,0.25,5,12.18,15.22,12,15
0.69,735,294,220.5,3.5,5,0.25,5,12.47,14.6,12,14
0.66,759.5,318.5,220.5,3.5,2,0.25,5,12.93,15.83,12,15
0.66,759.5,318.5,220.5,3.5,3,0.25,5,12.82,16.03,12,16
0.66,759.5,318.5,220.5,3.5,4,0.25,5,12.78,15.8,12,15
0.66,759.5,318.5,220.5,3.5,5,0.25,5,13.02,16.06,13,16
0.64,784,343,220.5,3.5,2,0.25,5,16.73,20.13,16,20
0.64,784,343,220.5,3.5,3,0.25,5,16.86,20.01,16,20
0.64,784,343,220.5,3.5,4,0.25,5,16.76,20.19,16,20
0.64,784,343,220.5,3.5,5,0.25,5,16.92,20.29,16,20
0.62,808.5,367.5,220.5,3.5,2,0.25,5,13.68,15.19,13,15
0.62,808.5,367.5,220.5,3.5,3,0.25,5,13.99,14.61,13,14
0.62,808.5,367.5,220.5,3.5,4,0.25,5,14.16,14.61,14,14
0.62,808.5,367.5,220.5,3.5,5,0.25,5,13.86,14.75,13,14
0.98,514.5,294,110.25,7,2,0.4,1,32.26,33.37,32,33
0.98,514.5,294,110.25,7,3,0.4,1,32.26,33.34,32,33
0.98,514.5,294,110.25,7,4,0.4,1,32.49,32.83,32,32
0.98,514.5,294,110.25,7,5,0.4,1,32.53,33.04,32,33
0.9,563.5,318.5,122.5,7,2,0.4,1,36.47,39.28,36,39
0.9,563.5,318.5,122.5,7,3,0.4,1,37.24,36.38,37,36
0.9,563.5,318.5,122.5,7,4,0.4,1,36.66,35.92,36,35
0.9,563.5,318.5,122.5,7,5,0.4,1,35.96,40.99,35,40
0.86,588,294,147,7,2,0.4,1,31.89,35.99,31,35
0.86,588,294,147,7,3,0.4,1,32.39,30.66,32,30
0.86,588,294,147,7,4,0.4,1,32.09,31.7,32,31
0.86,588,294,147,7,5,0.4,1,31.29,36.73,31,36
0.82,612.5,318.5,147,7,2,0.4,1,29.22,31.71,29,31
0.82,612.5,318.5,147,7,3,0.4,1,29.91,29.13,29,29
0.82,612.5,318.5,147,7,4,0.4,1,29.53,28.99,29,28
0.82,612.5,318.5,147,7,5,0.4,1,28.65,33.54,28,33
0.79,637,343,147,7,2,0.4,1,41.4,45.29,41,45
0.79,637,343,147,7,3,0.4,1,42.62,39.07,42,39
0.79,637,343,147,7,4,0.4,1,42.5,38.35,42,38
0.79,637,343,147,7,5,0.4,1,41.67,46.94,41,46
0.76,661.5,416.5,122.5,7,2,0.4,1,40.78,39.55,40,39
0.76,661.5,416.5,122.5,7,3,0.4,1,39.97,40.85,39,40
0.76,661.5,416.5,122.5,7,4,0.4,1,40.71,40.63,40,40
0.76,661.5,416.5,122.5,7,5,0.4,1,40.43,39.48,40,39
0.74,686,245,220.5,3.5,2,0.4,1,14.52,16.94,14,16
0.74,686,245,220.5,3.5,3,0.4,1,14.61,17.25,14,17
0.74,686,245,220.5,3.5,4,0.4,1,14.5,17.03,14,17
0.74,686,245,220.5,3.5,5,0.4,1,14.55,17.25,14,17
0.71,710.5,269.5,220.5,3.5,2,0.4,1,14.51,17.1,14,17
0.71,710.5,269.5,220.5,3.5,3,0.4,1,14.6,17.51,14,17
0.71,710.5,269.5,220.5,3.5,4,0.4,1,14.5,17.12,14,17
0.71,710.5,269.5,220.5,3.5,5,0.4,1,14.58,17.47,14,17
0.69,735,294,220.5,3.5,2,0.4,1,14.51,16.5,14,16
0.69,735,294,220.5,3.5,3,0.4,1,14.7,17,14,17
0.69,735,294,220.5,3.5,4,0.4,1,14.42,16.87,14,16
0.69,735,294,220.5,3.5,5,0.4,1,14.42,17.2,14,17
0.66,759.5,318.5,220.5,3.5,2,0.4,1,15.23,18.14,15,18
0.66,759.5,318.5,220.5,3.5,3,0.4,1,15.23,18.03,15,18
0.66,759.5,318.5,220.5,3.5,4,0.4,1,15.23,18.14,15,18
0.66,759.5,318.5,220.5,3.5,5,0.4,1,15.23,17.95,15,17
0.64,784,343,220.5,3.5,2,0.4,1,19.52,22.72,19,22
0.64,784,343,220.5,3.5,3,0.4,1,19.36,22.73,19,22
0.64,784,343,220.5,3.5,4,0.4,1,19.48,22.72,19,22
0.64,784,343,220.5,3.5,5,0.4,1,19.42,22.53,19,22
0.62,808.5,367.5,220.5,3.5,2,0.4,1,15.09,17.2,15,17
0.62,808.5,367.5,220.5,3.5,3,0.4,1,17.17,17.21,17,17
0.62,808.5,367.5,220.5,3.5,4,0.4,1,17.14,17.15,17,17
0.62,808.5,367.5,220.5,3.5,5,0.4,1,17.14,17.2,17,17
0.98,514.5,294,110.25,7,2,0.4,2,32.82,32.96,32,32
0.98,514.5,294,110.25,7,3,0.4,2,32.71,33.13,32,33
0.98,514.5,294,110.25,7,4,0.4,2,32.24,33.94,32,33
0.98,514.5,294,110.25,7,5,0.4,2,32.72,33.78,32,33
0.9,563.5,318.5,122.5,7,2,0.4,2,35.84,38.35,35,38
0.9,563.5,318.5,122.5,7,3,0.4,2,36.57,35.39,36,35
0.9,563.5,318.5,122.5,7,4,0.4,2,36.06,34.94,36,34
0.9,563.5,318.5,122.5,7,5,0.4,2,35.69,40.66,35,40
0.86,588,294,147,7,2,0.4,2,32.48,35.48,32,35
0.86,588,294,147,7,3,0.4,2,32.74,30.53,32,30
0.86,588,294,147,7,4,0.4,2,32.13,32.28,32,32
0.86,588,294,147,7,5,0.4,2,31.64,36.86,31,36
0.82,612.5,318.5,147,7,2,0.4,2,28.95,30.34,28,30
0.82,612.5,318.5,147,7,3,0.4,2,29.49,27.93,29,27
0.82,612.5,318.5,147,7,4,0.4,2,28.64,28.95,28,28
0.82,612.5,318.5,147,7,5,0.4,2,28.01,32.92,28,32
0.79,637,343,147,7,2,0.4,2,41.64,45.59,41,45
0.79,637,343,147,7,3,0.4,2,43.1,39.41,43,39
0.79,637,343,147,7,4,0.4,2,42.74,38.84,42,38
0.79,637,343,147,7,5,0.4,2,41.92,48.03,41,48
0.76,661.5,416.5,122.5,7,2,0.4,2,40.78,39.48,40,39
0.76,661.5,416.5,122.5,7,3,0.4,2,40.15,40.4,40,40
0.76,661.5,416.5,122.5,7,4,0.4,2,40.57,40.47,40,40
0.76,661.5,416.5,122.5,7,5,0.4,2,40.42,39.7,40,39
0.74,686,245,220.5,3.5,2,0.4,2,14.54,16.43,14,16
0.74,686,245,220.5,3.5,3,0.4,2,14.45,16.93,14,16
0.74,686,245,220.5,3.5,4,0.4,2,14.18,16.99,14,16
0.74,686,245,220.5,3.5,5,0.4,2,14.5,17.03,14,17
0.71,710.5,269.5,220.5,3.5,2,0.4,2,14.7,16.77,14,16
0.71,710.5,269.5,220.5,3.5,3,0.4,2,14.66,17.37,14,17
0.71,710.5,269.5,220.5,3.5,4,0.4,2,14.4,17.27,14,17
0.71,710.5,269.5,220.5,3.5,5,0.4,2,14.71,17.51,14,17
0.69,735,294,220.5,3.5,2,0.4,2,14.75,16.44,14,16
0.69,735,294,220.5,3.5,3,0.4,2,14.71,17.01,14,17
0.69,735,294,220.5,3.5,4,0.4,2,14.33,17.23,14,17
0.69,735,294,220.5,3.5,5,0.4,2,14.62,17.22,14,17
0.66,759.5,318.5,220.5,3.5,2,0.4,2,15.34,17.85,15,17
0.66,759.5,318.5,220.5,3.5,3,0.4,2,15.29,17.89,15,17
0.66,759.5,318.5,220.5,3.5,4,0.4,2,15.09,18.36,15,18
0.66,759.5,318.5,220.5,3.5,5,0.4,2,15.3,18.15,15,18
0.64,784,343,220.5,3.5,2,0.4,2,19.2,21.72,19,21
0.64,784,343,220.5,3.5,3,0.4,2,18.88,22.07,18,22
0.64,784,343,220.5,3.5,4,0.4,2,18.9,22.09,18,22
0.64,784,343,220.5,3.5,5,0.4,2,19.12,21.93,19,21
0.62,808.5,367.5,220.5,3.5,2,0.4,2,16.76,17.36,16,17
0.62,808.5,367.5,220.5,3.5,3,0.4,2,17.23,17.38,17,17
0.62,808.5,367.5,220.5,3.5,4,0.4,2,17.26,16.86,17,16
0.62,808.5,367.5,220.5,3.5,5,0.4,2,17.15,16.99,17,16
0.98,514.5,294,110.25,7,2,0.4,3,32.82,32.78,32,32
0.98,514.5,294,110.25,7,3,0.4,3,32.69,33.24,32,33
0.98,514.5,294,110.25,7,4,0.4,3,32.23,33.86,32,33
0.98,514.5,294,110.25,7,5,0.4,3,32.75,34,32,34
0.9,563.5,318.5,122.5,7,2,0.4,3,34.24,37.26,34,37
0.9,563.5,318.5,122.5,7,3,0.4,3,34.95,35.04,34,35
0.9,563.5,318.5,122.5,7,4,0.4,3,35.05,33.82,35,33
0.9,563.5,318.5,122.5,7,5,0.4,3,34.29,33.31,34,33
0.86,588,294,147,7,2,0.4,3,31.28,35.22,31,35
0.86,588,294,147,7,3,0.4,3,32.12,34.7,32,34
0.86,588,294,147,7,4,0.4,3,32.05,30.11,32,30
0.86,588,294,147,7,5,0.4,3,31.84,31.6,31,31
0.82,612.5,318.5,147,7,2,0.4,3,28.67,32.43,28,32
0.82,612.5,318.5,147,7,3,0.4,3,29.67,30.65,29,30
0.82,612.5,318.5,147,7,4,0.4,3,29.47,29.77,29,29
0.82,612.5,318.5,147,7,5,0.4,3,28.91,29.64,28,29
0.79,637,343,147,7,2,0.4,3,41.26,46.44,41,46
0.79,637,343,147,7,3,0.4,3,41.3,44.18,41,44
0.79,637,343,147,7,4,0.4,3,42.49,38.81,42,38
0.79,637,343,147,7,5,0.4,3,42.08,38.23,42,38
0.76,661.5,416.5,122.5,7,2,0.4,3,39.32,38.17,39,38
0.76,661.5,416.5,122.5,7,3,0.4,3,39.84,38.48,39,38
0.76,661.5,416.5,122.5,7,4,0.4,3,38.89,39.66,38,39
0.76,661.5,416.5,122.5,7,5,0.4,3,39.68,40.1,39,40
0.74,686,245,220.5,3.5,2,0.4,3,13.97,16.08,13,16
0.74,686,245,220.5,3.5,3,0.4,3,14.22,15.39,14,15
0.74,686,245,220.5,3.5,4,0.4,3,14.1,16.57,14,16
0.74,686,245,220.5,3.5,5,0.4,3,13.78,16.6,13,16
0.71,710.5,269.5,220.5,3.5,2,0.4,3,14.07,16.11,14,16
0.71,710.5,269.5,220.5,3.5,3,0.4,3,14.03,15.47,14,15
0.71,710.5,269.5,220.5,3.5,4,0.4,3,13.94,16.7,13,16
0.71,710.5,269.5,220.5,3.5,5,0.4,3,13.86,16.1,13,16
0.69,735,294,220.5,3.5,2,0.4,3,14.32,16.35,14,16
0.69,735,294,220.5,3.5,3,0.4,3,14.56,15.84,14,15
0.69,735,294,220.5,3.5,4,0.4,3,14.33,16.99,14,16
0.69,735,294,220.5,3.5,5,0.4,3,14.08,17.02,14,17
0.66,759.5,318.5,220.5,3.5,2,0.4,3,15.16,17.04,15,17
0.66,759.5,318.5,220.5,3.5,3,0.4,3,15.18,17.63,15,17
0.66,759.5,318.5,220.5,3.5,4,0.4,3,14.72,18.1,14,18
0.66,759.5,318.5,220.5,3.5,5,0.4,3,14.9,18.22,14,18
0.64,784,343,220.5,3.5,2,0.4,3,18.48,20.78,18,20
0.64,784,343,220.5,3.5,3,0.4,3,18.71,20.72,18,20
0.64,784,343,220.5,3.5,4,0.4,3,18.48,21.54,18,21
0.64,784,343,220.5,3.5,5,0.4,3,18.46,21.53,18,21
0.62,808.5,367.5,220.5,3.5,2,0.4,3,16.47,16.9,16,16
0.62,808.5,367.5,220.5,3.5,3,0.4,3,16.35,17.14,16,17
0.62,808.5,367.5,220.5,3.5,4,0.4,3,16.55,16.56,16,16
0.62,808.5,367.5,220.5,3.5,5,0.4,3,16.74,16,16,16
0.98,514.5,294,110.25,7,2,0.4,4,32.85,32.95,32,32
0.98,514.5,294,110.25,7,3,0.4,4,32.67,33.06,32,33
0.98,514.5,294,110.25,7,4,0.4,4,32.21,33.95,32,33
0.98,514.5,294,110.25,7,5,0.4,4,32.74,33.88,32,33
0.9,563.5,318.5,122.5,7,2,0.4,4,36.45,33.98,36,33
0.9,563.5,318.5,122.5,7,3,0.4,4,35.73,39.92,35,39
0.9,563.5,318.5,122.5,7,4,0.4,4,35.4,39.22,35,39
0.9,563.5,318.5,122.5,7,5,0.4,4,36.57,36.1,36,36
0.86,588,294,147,7,2,0.4,4,32.38,31.53,32,31
0.86,588,294,147,7,3,0.4,4,31.66,36.2,31,36
0.86,588,294,147,7,4,0.4,4,32.15,36.21,32,36
0.86,588,294,147,7,5,0.4,4,32.75,31,32,31
0.82,612.5,318.5,147,7,2,0.4,4,28.93,28.2,28,28
0.82,612.5,318.5,147,7,3,0.4,4,28.05,32.35,28,32
0.82,612.5,318.5,147,7,4,0.4,4,28.64,31.14,28,31
0.82,612.5,318.5,147,7,5,0.4,4,29.52,28.43,29,28
0.79,637,343,147,7,2,0.4,4,42.77,38.33,42,38
0.79,637,343,147,7,3,0.4,4,41.73,47.59,41,47
0.79,637,343,147,7,4,0.4,4,41.32,46.23,41,46
0.79,637,343,147,7,5,0.4,4,42.96,39.56,42,39
0.76,661.5,416.5,122.5,7,2,0.4,4,40.68,40.36,40,40
0.76,661.5,416.5,122.5,7,3,0.4,4,40.4,39.67,40,39
0.76,661.5,416.5,122.5,7,4,0.4,4,40.6,39.85,40,39
0.76,661.5,416.5,122.5,7,5,0.4,4,40.11,40.77,40,40
0.74,686,245,220.5,3.5,2,0.4,4,14.37,16.61,14,16
0.74,686,245,220.5,3.5,3,0.4,4,14.48,16.74,14,16
0.74,686,245,220.5,3.5,4,0.4,4,14.32,16.9,14,16
0.74,686,245,220.5,3.5,5,0.4,4,14.44,17.32,14,17
0.71,710.5,269.5,220.5,3.5,2,0.4,4,14.6,16.85,14,16
0.71,710.5,269.5,220.5,3.5,3,0.4,4,14.7,17.2,14,17
0.71,710.5,269.5,220.5,3.5,4,0.4,4,14.47,17.23,14,17
0.71,710.5,269.5,220.5,3.5,5,0.4,4,14.66,17.74,14,17
0.69,735,294,220.5,3.5,2,0.4,4,14.54,16.81,14,16
0.69,735,294,220.5,3.5,3,0.4,4,14.62,16.88,14,16
0.69,735,294,220.5,3.5,4,0.4,4,14.53,16.9,14,16
0.69,735,294,220.5,3.5,5,0.4,4,14.71,17.39,14,17
0.66,759.5,318.5,220.5,3.5,2,0.4,4,15.34,17.86,15,17
0.66,759.5,318.5,220.5,3.5,3,0.4,4,15.29,17.82,15,17
0.66,759.5,318.5,220.5,3.5,4,0.4,4,15.09,18.36,15,18
0.66,759.5,318.5,220.5,3.5,5,0.4,4,15.3,18.24,15,18
0.64,784,343,220.5,3.5,2,0.4,4,19.06,21.68,19,21
0.64,784,343,220.5,3.5,3,0.4,4,19.13,21.54,19,21
0.64,784,343,220.5,3.5,4,0.4,4,19,22.25,19,22
0.64,784,343,220.5,3.5,5,0.4,4,18.84,22.49,18,22
0.62,808.5,367.5,220.5,3.5,2,0.4,4,16.44,17.1,16,17
0.62,808.5,367.5,220.5,3.5,3,0.4,4,16.9,16.79,16,16
0.62,808.5,367.5,220.5,3.5,4,0.4,4,16.94,16.58,16,16
0.62,808.5,367.5,220.5,3.5,5,0.4,4,16.77,16.79,16,16
0.98,514.5,294,110.25,7,2,0.4,5,32.84,32.88,32,32
0.98,514.5,294,110.25,7,3,0.4,5,32.72,33.23,32,33
0.98,514.5,294,110.25,7,4,0.4,5,32.21,33.76,32,33
0.98,514.5,294,110.25,7,5,0.4,5,32.73,34.01,32,34
0.9,563.5,318.5,122.5,7,2,0.4,5,35.67,33.94,35,33
0.9,563.5,318.5,122.5,7,3,0.4,5,35.01,33.14,35,33
0.9,563.5,318.5,122.5,7,4,0.4,5,34.72,38.79,34,38
0.9,563.5,318.5,122.5,7,5,0.4,5,35.24,37.27,35,37
0.86,588,294,147,7,2,0.4,5,32.31,29.69,32,29
0.86,588,294,147,7,3,0.4,5,31.81,31.2,31,31
0.86,588,294,147,7,4,0.4,5,31.12,36.26,31,36
0.86,588,294,147,7,5,0.4,5,32.06,35.71,32,35
0.82,612.5,318.5,147,7,2,0.4,5,30,29.93,30,29
0.82,612.5,318.5,147,7,3,0.4,5,29.5,29.56,29,29
0.82,612.5,318.5,147,7,4,0.4,5,29.06,33.84,29,33
0.82,612.5,318.5,147,7,5,0.4,5,29.92,32.54,29,32
0.79,637,343,147,7,2,0.4,5,42.11,38.56,42,38
0.79,637,343,147,7,3,0.4,5,41.96,37.7,41,37
0.79,637,343,147,7,4,0.4,5,41.09,47.01,41,47
0.79,637,343,147,7,5,0.4,5,40.79,44.87,40,44
0.76,661.5,416.5,122.5,7,2,0.4,5,38.82,39.37,38,39
0.76,661.5,416.5,122.5,7,3,0.4,5,39.72,39.8,39,39
0.76,661.5,416.5,122.5,7,4,0.4,5,39.31,37.79,39,37
0.76,661.5,416.5,122.5,7,5,0.4,5,39.86,38.18,39,38
0.74,686,245,220.5,3.5,2,0.4,5,14.41,16.69,14,16
0.74,686,245,220.5,3.5,3,0.4,5,14.19,16.62,14,16
0.74,686,245,220.5,3.5,4,0.4,5,14.17,16.94,14,16
0.74,686,245,220.5,3.5,5,0.4,5,14.39,16.7,14,16
0.71,710.5,269.5,220.5,3.5,2,0.4,5,12.43,15.59,12,15
0.71,710.5,269.5,220.5,3.5,3,0.4,5,12.63,14.58,12,14
0.71,710.5,269.5,220.5,3.5,4,0.4,5,12.76,15.33,12,15
0.71,710.5,269.5,220.5,3.5,5,0.4,5,12.42,15.31,12,15
0.69,735,294,220.5,3.5,2,0.4,5,14.12,16.63,14,16
0.69,735,294,220.5,3.5,3,0.4,5,14.28,15.87,14,15
0.69,735,294,220.5,3.5,4,0.4,5,14.37,16.54,14,16
0.69,735,294,220.5,3.5,5,0.4,5,14.21,16.74,14,16
0.66,759.5,318.5,220.5,3.5,2,0.4,5,14.96,17.64,14,17
0.66,759.5,318.5,220.5,3.5,3,0.4,5,14.92,17.79,14,17
0.66,759.5,318.5,220.5,3.5,4,0.4,5,14.92,17.55,14,17
0.66,759.5,318.5,220.5,3.5,5,0.4,5,15.16,18.06,15,18
0.64,784,343,220.5,3.5,2,0.4,5,17.69,20.82,17,20
0.64,784,343,220.5,3.5,3,0.4,5,18.19,20.21,18,20
0.64,784,343,220.5,3.5,4,0.4,5,18.16,20.71,18,20
0.64,784,343,220.5,3.5,5,0.4,5,17.88,21.4,17,21
0.62,808.5,367.5,220.5,3.5,2,0.4,5,16.54,16.88,16,16
0.62,808.5,367.5,220.5,3.5,3,0.4,5,16.44,17.11,16,17
0.62,808.5,367.5,220.5,3.5,4,0.4,5,16.48,16.61,16,16
0.62,808.5,367.5,220.5,3.5,5,0.4,5,16.64,16.03,16,16
